Genero;Casado;Edad;Graduado;Profesion;Experiencia laboral;Gastoscore;Family_Size;Ingresos anuales brutos;Digital_encuesta;Gasto_medio_mensual_cuota;Abandono;Dias_cliente;Campanna_anno;Cluster
F;Si;55;No;Negocios/empresa;25;Alto;3;71872;1.267;30;0;477;3.0;3
F;No;33;No;Negocios/empresa;15;Bajo;4;19538;1.307;30;0;593;4.0;0
F;No;29;No;Ingeniero;5;Bajo;4;29394;1.616;30;0;523;4.0;0
M;Si;67;Si;Artista;25;Medio;3;121629;0.564;80;0;397;3.0;4
M;No;46;Si;Artista;25;Bajo;1;108482;0.857;50;0;408;3.0;3
M;Si;97;Si;Artista;25;Bajo;2;99951;0.583;50;0;309;0.5;1
M;Si;50;No;Artista;25;Medio;3;62985;1.737;30;1;389;3.0;1
M;Si;51;Si;Artista;25;Bajo;1;80406;0.603;50;1;360;0.5;1
F;Si;79;Si;Servicios;25;Alto;2;36328;1.091;50;0;534;4.0;3
M;Si;63;Si;Artista;25;Bajo;1;109072;0.994;50;1;391;3.0;1
M;Si;46;No;Ejecutivo;25;Alto;6;89620;1.248;30;0;555;4.0;3
M;No;22;No;Funcionario;5;Bajo;4;16267;1.512;30;0;597;4.0;0
M;No;21;No;Funcionario;5;Bajo;4;13325;1.512;30;1;387;3.0;2
M;Si;75;Si;Ejecutivo;25;Bajo;1;122876;1.678;50;0;589;1.0;4
M;Si;56;No;Artista;25;Bajo;4;44493;1.111;30;1;316;0.5;1
M;;65;Si;Artista;25;Medio;2;124598;1.111;50;0;530;4.0;3
F;Si;68;No;Artista;25;Medio;3;115801;11.305;30;1;353;0.5;1
M;No;24;No;Funcionario;5;Bajo;4;13642;2.892;30;0;482;3.0;0
F;;33;Si;Medico;15;Bajo;3;20408;1.33;30;0;456;3.0;0
F;Si;68;Si;Otros;25;Bajo;1;59101;0.896;50;1;356;0.5;1
F;No;34;Si;Ingeniero;15;Bajo;2;24237;1.836;30;1;357;0.5;2
M;Si;51;No;Artista;25;Alto;4;64013;1.756;30;1;342;0.5;1
F;Si;54;No;Ingeniero;25;Medio;4;78928;0.7;30;0;506;4.0;3
M;Si;47;No;Medico;25;Medio;4;61263;0.974;30;0;564;4.0;3
M;Si;79;Si;Otros;25;Alto;2;56382;15.215;50;1;330;0.5;1
M;;78;No;Ejecutivo;25;Alto;1;120237;0.74;120;1;325;0.5;4
F;No;43;Si;Ingeniero;25;Bajo;1;60209;1.744;50;0;322;0.5;1
M;No;22;No;Funcionario;5;Bajo;5;13893;2.823;30;0;390;3.0;0
F;No;29;No;Servicios;5;Bajo;1;18305;10.635;30;1;382;3.0;2
M;Si;77;Si;Funcionario;25;Bajo;1;118209;0.661;50;0;512;4.0;3
F;Si;75;No;Artista;25;Alto;2;45778;1.6;30;1;369;3.0;1
M;Si;54;Si;Negocios/empresa;25;Alto;2;23229;0.857;30;1;322;0.5;1
F;No;20;No;Funcionario;5;Bajo;3;19311;1.512;30;0;580;4.0;0
F;Si;94;No;Otros;25;Medio;2;48878;0.935;30;1;327;0.5;1
F;No;42;Si;Otros;25;Bajo;4;63664;0.824;30;0;376;3.0;3
M;No;40;Si;Artista;15;Bajo;1;123971;1.054;50;0;454;3.0;3
M;Si;74;No;Ejecutivo;25;Alto;2;119944;1.658;120;1;389;3.0;4
M;No;46;Si;Otros;25;Bajo;3;115629;1.6;80;0;373;1.0;1
M;Si;53;Si;Artista;25;Bajo;3;75995;1.346;80;0;562;1.0;3
M;Si;61;Si;Artista;25;Bajo;1;75598;1.58;50;0;349;0.5;1
M;No;42;Si;Artista;25;Bajo;1;119677;1.077;50;0;481;3.0;3
M;No;47;Si;Artista;25;Bajo;2;47075;0.955;50;0;382;3.0;3
F;No;58;Si;Artista;25;Bajo;2;101753;1.678;50;0;397;1.0;1
M;No;41;Si;Otros;15;Bajo;1;61036;1.836;50;0;542;1.0;3
F;No;40;Si;Artista;15;Bajo;1;88069;1.859;50;1;376;3.0;1
M;No;40;Si;Artista;15;Bajo;1;127374;1.353;50;0;580;1.0;3
F;No;42;No;Artista;25;Bajo;2;122300;0.916;120;0;418;3.0;4
M;Si;66;No;Otros;25;Medio;2;91390;0.857;120;0;382;3.0;4
F;Si;40;Si;Otros;15;Medio;2;73986;2.066;50;0;503;4.0;3
M;No;33;No;Otros;15;Bajo;9;20453;2.066;30;0;303;0.5;2
M;Si;50;Si;Otros;25;Bajo;1;51897;0.915;50;0;432;3.0;3
F;No;44;Si;Otros;25;Bajo;1;112818;0.847;50;0;568;4.0;3
F;Si;68;Si;Construccion;25;Bajo;1;24210;0.642;30;0;586;4.0;3
F;Si;55;Si;Artista;25;Bajo;2;71808;0.583;50;0;600;4.0;3
M;No;43;Si;Artista;25;Bajo;1;70270;1.1;50;0;394;3.0;3
F;No;95;Si;Servicios;25;Bajo;1;44187;1.287;50;0;310;0.5;1
M;No;57;Si;Negocios/empresa;25;Bajo;1;39437;1.248;50;0;370;1.0;1
F;No;50;No;Negocios/empresa;25;Bajo;1;68643;1.15;30;0;492;3.0;3
F;No;28;Si;Artista;5;Bajo;1;21436;1.995;30;0;546;4.0;0
M;Si;45;Si;Artista;25;Alto;2;31796;0.985;30;0;449;3.0;3
F;Si;28;Si;Construccion;5;Alto;2;19539;2.34;30;0;573;4.0;0
F;No;51;Si;Artista;25;Bajo;1;52884;1.463;50;0;516;1.0;3
F;No;52;Si;Artista;25;Bajo;1;102345;1.404;50;0;573;1.0;3
M;Si;53;Si;Ingeniero;25;Medio;5;25376;0.896;30;0;471;3.0;3
F;Si;46;Si;Servicios;25;Bajo;2;57016;1.541;50;0;362;0.5;1
F;Si;40;Si;Artista;15;Bajo;2;66046;1.652;50;1;352;0.5;1
M;No;32;Si;Funcionario;15;Bajo;4;23887;1.813;30;0;532;4.0;0
F;No;45;Si;Artista;25;Bajo;3;97334;1.951;30;0;311;0.5;1
F;Si;53;Si;Negocios/empresa;25;Bajo;1;63392;1.717;50;1;321;0.5;1
M;Si;44;Si;Otros;25;Alto;3;83351;0.755;30;0;480;3.0;3
F;No;28;Si;Funcionario;5;Bajo;3;23680;14.085;30;0;477;3.0;0
F;Si;45;Si;Artista;25;Bajo;2;92740;1.951;50;0;502;1.0;3
M;No;41;Si;Artista;15;Bajo;1;22967;1.905;30;0;465;1.0;0
F;No;58;Si;Medico;25;Bajo;1;105034;0.622;50;0;594;4.0;3
M;No;43;Si;Otros;25;Bajo;1;32524;1.031;30;1;305;0.5;1
F;No;21;No;Funcionario;5;Bajo;7;19275;3.03;30;0;351;0.5;2
F;No;25;No;Otros;5;Bajo;5;27131;2.064;30;0;457;3.0;0
M;Si;91;Si;Ejecutivo;25;Alto;2;75042;11.305;50;0;351;0.5;1
F;No;47;Si;Artista;25;Bajo;4;27832;1.385;30;0;308;0.5;1
F;No;30;No;Artista;5;Bajo;5;24274;0.824;30;0;556;4.0;0
M;No;55;Si;Artista;25;Bajo;1;78948;0.622;50;0;541;4.0;3
M;No;35;No;Funcionario;15;Bajo;3;28136;0.985;30;0;339;0.5;2
F;No;46;Si;Medico;25;Bajo;3;81454;0.622;80;1;400;3.0;1
M;Si;39;Si;Servicios;15;Bajo;2;24106;2.066;30;0;306;0.5;2
F;No;39;Si;Funcionario;15;Bajo;2;26175;1.859;30;0;527;1.0;0
F;Si;43;Si;Otros;25;Bajo;2;104781;0.847;50;1;379;3.0;1
M;Si;31;;Artista;5;Bajo;1;30096;1.56;30;0;363;0.5;2
F;Si;50;Si;Ingeniero;25;Medio;2;51705;1.502;50;0;336;0.5;1
F;;80;Si;Servicios;25;Alto;1;99050;15.215;50;0;351;0.5;1
M;No;57;No;Otros;25;Bajo;1;120425;0.876;120;0;312;0.5;4
M;Si;42;Si;Funcionario;25;Bajo;3;47745;1.859;30;0;304;0.5;1
F;No;29;No;Medico;5;Bajo;1;31927;2.616;30;1;306;0.5;2
F;No;30;Si;Funcionario;5;Bajo;2;19532;1.951;30;0;436;3.0;0
M;Si;45;Si;Artista;25;Bajo;2;83288;0.962;50;0;360;0.5;1
M;Si;45;Si;Artista;25;Bajo;2;126199;1.353;50;1;334;0.5;1
M;Si;52;Si;Ejecutivo;25;Alto;4;84469;0.798;80;1;357;0.5;1
F;Si;45;Si;Artista;25;Bajo;2;114847;1.928;50;0;591;1.0;3
F;No;32;Si;Otros;15;Bajo;2;23100;1.054;30;1;331;0.5;2
F;No;42;Si;Artista;25;Bajo;1;89733;1.652;50;0;441;1.0;3
F;;54;Si;Otros;25;Alto;1;54368;1.6;50;0;518;1.0;3
F;No;47;Si;Funcionario;25;Bajo;1;100625;1.697;50;0;586;1.0;3
M;No;30;No;Funcionario;5;Bajo;4;25758;1.629;30;0;372;3.0;0
F;Si;43;No;Medico;25;Medio;2;80559;1.146;120;0;488;3.0;4
F;No;33;Si;Otros;15;Bajo;2;24731;2.02;30;1;348;0.5;2
F;No;46;No;Otros;25;Bajo;4;40571;1.346;30;0;532;4.0;0
F;No;52;Si;Artista;25;Bajo;2;110046;0.661;50;0;451;3.0;3
F;No;35;No;Otros;15;Bajo;5;18357;1.192;30;0;514;4.0;0
F;Si;58;Si;Artista;25;Medio;2;72433;0.837;50;0;451;3.0;3
F;No;41;Si;Artista;15;Bajo;1;80765;1.836;50;0;449;1.0;3
M;No;21;No;Funcionario;5;Bajo;4;17280;2.271;30;0;453;3.0;0
M;Si;61;Si;Funcionario;25;Bajo;3;74262;1.248;80;0;465;1.0;3
F;Si;65;Si;Medico;25;Bajo;2;84180;0.642;50;0;401;3.0;3
F;Si;51;Si;Artista;25;Bajo;2;76386;1.561;50;0;594;1.0;3
F;Si;30;Si;Ejecutivo;5;Alto;2;29256;1.882;30;0;555;4.0;0
M;No;42;Si;Artista;25;Bajo;3;121437;1.215;200;0;450;3.0;4
F;Si;30;Si;Negocios/empresa;5;Bajo;2;25190;1.008;30;0;483;3.0;0
F;No;47;Si;Artista;25;Bajo;2;77221;0.72;50;0;546;4.0;3
F;Si;44;Si;Funcionario;25;Medio;2;71556;1.238;50;0;371;3.0;3
F;No;62;Si;Otros;25;Bajo;1;78399;1.287;50;0;473;1.0;3
M;No;31;Si;Negocios/empresa;5;Bajo;1;22309;2.043;30;0;594;4.0;0
F;No;28;Si;Artista;5;Bajo;3;30067;1.685;30;0;387;3.0;0
M;Si;46;Si;Artista;25;Bajo;7;113605;0.661;30;0;382;3.0;3
F;No;45;Si;Otros;25;Bajo;2;67494;1.859;50;1;393;3.0;1
M;Si;57;Si;Otros;25;Alto;1;89235;0.72;50;1;314;0.5;1
M;;63;Si;Artista;25;Alto;3;112711;0.759;80;0;570;4.0;3
F;No;31;No;Artista;5;Bajo;2;27718;0.801;30;0;443;3.0;0
M;;98;No;Servicios;25;Bajo;1;121944;1.404;120;1;348;0.5;4
M;No;28;No;Negocios/empresa;5;Bajo;1;31210;14.775;30;0;443;3.0;0
M;Si;55;Si;Ejecutivo;25;Alto;4;100996;1.756;80;0;317;0.5;1
M;No;53;Si;Artista;25;Bajo;1;65538;1.052;50;0;453;3.0;3
F;No;41;Si;Otros;15;Bajo;1;115741;1.468;50;0;484;1.0;3
M;Si;29;No;Otros;5;Bajo;4;24943;2.409;30;0;433;3.0;0
F;Si;52;Si;Artista;25;Medio;2;31020;0.837;30;0;521;4.0;3
M;No;40;No;Funcionario;15;Bajo;4;66865;1.376;30;1;369;3.0;2
F;No;22;No;Funcionario;5;Bajo;7;20530;2.927;30;0;552;4.0;0
F;No;21;No;Negocios/empresa;5;Bajo;5;20637;1.995;30;0;450;3.0;0
M;;43;No;Ejecutivo;25;Medio;3;33305;1.951;30;0;391;3.0;3
M;No;34;No;Medico;15;Bajo;4;22903;1.491;30;1;309;0.5;2
F;Si;45;Si;Ingeniero;25;Medio;3;76829;1.054;30;1;348;0.5;1
F;Si;35;No;Construccion;15;Medio;2;29246;1.698;30;0;391;3.0;0
F;Si;46;Si;Construccion;25;Medio;3;95310;1.346;80;0;375;3.0;3
M;Si;86;No;Servicios;25;Alto;3;120638;1.013;200;0;487;3.0;4
F;Si;53;Si;Construccion;25;Medio;1;91549;1.326;50;0;324;0.5;1
M;No;40;Si;Artista;15;Bajo;2;122693;1.445;50;0;448;1.0;3
F;Si;61;Si;Artista;25;Medio;4;74680;0.818;80;0;462;3.0;3
M;Si;57;Si;Ingeniero;25;Medio;2;39561;0.583;50;0;529;4.0;3
F;Si;40;Si;Ingeniero;15;Bajo;1;72645;1.606;50;0;437;1.0;3
F;No;41;No;Ingeniero;15;Bajo;1;76347;1.905;120;1;376;3.0;1
F;No;44;No;Funcionario;25;Bajo;2;63526;2.066;30;0;504;4.0;3
M;Si;42;Si;Construccion;25;Medio;2;23595;1.951;30;0;502;4.0;3
F;No;36;Si;Ingeniero;15;Bajo;4;18496;0.893;30;0;447;3.0;0
M;No;57;No;Otros;25;Bajo;3;87650;0.876;30;0;525;4.0;3
F;No;22;No;Negocios/empresa;5;Bajo;2;23991;3.03;30;0;316;0.5;2
M;No;23;No;Funcionario;5;Bajo;5;16459;2.513;30;0;446;3.0;0
M;No;30;Si;Otros;5;Bajo;4;21088;1.537;30;0;469;3.0;0
F;No;31;Si;Funcionario;5;Bajo;1;30923;1.56;30;0;584;4.0;0
M;Si;69;Si;Servicios;25;Bajo;4;86587;1.17;80;0;522;4.0;3
M;No;53;Si;Otros;25;Bajo;1;90785;1.033;50;1;383;3.0;1
M;Si;88;Si;Servicios;25;Bajo;2;45728;0.876;50;0;385;3.0;3
M;Si;52;No;Medico;25;Alto;4;88262;1.17;30;0;461;3.0;3
F;No;24;No;Servicios;5;Bajo;4;16328;12.015;30;0;453;3.0;0
M;Si;39;Si;Servicios;15;Alto;2;23415;1.905;30;1;337;0.5;2
F;Si;80;Si;Servicios;25;Bajo;5;55613;0.72;30;1;345;0.5;1
F;No;41;No;Medico;15;Bajo;2;63989;0.824;30;0;570;4.0;0
F;Si;32;Si;Artista;15;Bajo;3;27098;1.56;30;1;315;0.5;2
F;Si;41;Si;Negocios/empresa;15;Medio;3;40226;0.801;30;0;382;3.0;3
F;No;36;No;Construccion;15;Bajo;1;24750;1.008;30;0;514;4.0;0
F;;28;No;Construccion;5;Bajo;1;23616;14.085;30;1;359;0.5;2
F;Si;36;Si;Ingeniero;15;Medio;5;21809;1.606;30;0;431;3.0;0
F;Si;51;Si;Artista;25;Medio;2;64167;1.463;50;0;566;4.0;3
M;Si;63;Si;Artista;25;Medio;2;38395;1.013;50;0;461;3.0;3
M;Si;80;No;Ejecutivo;25;Alto;4;121046;1.639;200;0;475;3.0;4
M;Si;40;Si;Otros;15;Bajo;4;119449;1.33;30;0;584;1.0;3
M;Si;39;Si;Artista;15;Medio;3;19361;1.698;30;0;417;3.0;0
M;Si;68;Si;Artista;25;Medio;3;60230;1.404;80;0;575;4.0;3
M;No;56;Si;Artista;25;Bajo;2;88435;1.404;50;1;384;3.0;1
M;No;29;Si;Funcionario;5;Bajo;4;29838;2.651;30;0;415;3.0;0
M;Si;46;Si;Ejecutivo;25;Bajo;3;90024;1.209;80;0;535;4.0;3
F;Si;95;No;Servicios;25;Alto;2;57850;1.228;30;1;380;3.0;1
M;Si;46;Si;Artista;25;Bajo;2;122428;0.661;50;0;382;3.0;3
M;No;29;Si;Medico;5;Bajo;3;19686;2.34;30;0;483;3.0;0
F;No;24;No;Negocios/empresa;5;Bajo;4;18203;1.685;30;0;433;3.0;0
M;No;29;Si;Artista;5;Bajo;3;31822;14.085;30;0;543;4.0;0
M;Si;55;Si;Artista;25;Bajo;2;35580;0.779;50;0;474;3.0;3
M;No;32;No;Otros;15;Bajo;1;23983;1.284;30;0;547;4.0;0
M;Si;56;Si;Otros;25;Bajo;4;47331;1.267;30;1;316;0.5;1
M;No;41;Si;Funcionario;15;Bajo;1;48167;2.066;50;0;517;1.0;0
F;Si;58;No;Artista;25;Medio;5;51597;1.463;30;0;521;4.0;3
M;Si;57;No;Artista;25;Medio;4;30126;1.033;30;0;331;0.5;1
M;No;22;No;Medico;5;Bajo;3;18017;2.306;30;0;377;3.0;0
M;No;45;Si;Ejecutivo;25;Bajo;3;30385;1.79;30;0;418;1.0;1
M;No;33;Si;Artista;15;Bajo;1;18914;2.043;30;0;314;0.5;2
F;Si;98;Si;Servicios;25;Alto;3;86922;0.798;80;0;368;3.0;4
M;Si;58;Si;Artista;25;Medio;3;36756;0.564;30;0;323;0.5;1
M;Si;53;Si;Artista;25;Medio;4;110427;1.072;80;1;397;3.0;1
M;No;21;No;Ingeniero;5;Bajo;7;12126;1.788;30;1;370;3.0;2
M;Si;66;No;Otros;25;Bajo;2;91956;1.306;120;0;419;3.0;4
M;No;25;No;Funcionario;5;Bajo;2;22041;1.857;30;0;595;4.0;0
M;Si;67;Si;Ejecutivo;25;Alto;4;128889;1.424;80;0;497;1.0;4
M;Si;35;No;Medico;15;Medio;2;20089;1.238;30;0;544;4.0;0
M;No;21;No;Funcionario;5;Bajo;4;13725;12.705;30;1;391;3.0;2
F;Si;45;No;Negocios/empresa;25;Medio;2;65968;0.709;30;0;383;3.0;3
M;Si;42;Si;Otros;25;Medio;4;118593;0.962;30;0;386;3.0;3
F;No;31;Si;Funcionario;5;Bajo;3;23671;1.169;30;0;540;4.0;0
M;Si;66;No;Negocios/empresa;25;Alto;2;54959;0.818;30;0;549;4.0;3
M;Si;39;Si;Otros;15;Medio;2;31346;0.778;30;1;354;0.5;2
M;Si;78;Si;Artista;25;Bajo;1;87502;1.111;50;0;537;4.0;3
M;Si;72;No;Servicios;25;Alto;2;69922;1.365;30;1;373;3.0;1
M;Si;81;Si;Servicios;25;Bajo;1;50990;0.681;50;0;377;3.0;3
F;No;22;No;Funcionario;5;Bajo;4;18355;2.961;30;0;401;3.0;0
F;No;22;No;Negocios/empresa;5;Bajo;6;17831;13.395;30;1;364;0.5;2
M;Si;44;Si;Funcionario;25;Alto;5;90330;1.491;30;0;585;1.0;3
F;Si;72;No;Servicios;25;Alto;7;72240;1.15;30;0;515;4.0;3
M;No;23;No;Funcionario;5;Bajo;1;22440;2.133;30;0;414;3.0;0
M;Si;54;Si;Servicios;25;Alto;3;27394;0.915;30;0;382;3.0;3
M;Si;43;No;Ejecutivo;25;Alto;4;104860;1.859;30;0;335;0.5;1
M;Si;61;Si;Ejecutivo;25;Bajo;6;36378;1.639;30;0;562;1.0;3
M;No;21;No;Funcionario;5;Bajo;4;16575;2.271;30;1;331;0.5;2
F;No;30;No;Ingeniero;5;Bajo;1;26850;1.744;30;1;396;3.0;2
F;No;42;No;Artista;25;Bajo;4;46318;1.445;30;1;306;0.5;2
M;Si;58;Si;Artista;25;Medio;4;72601;0.974;80;0;578;4.0;3
M;Si;36;No;Ejecutivo;15;Alto;4;27675;2.02;30;0;378;3.0;0
M;No;21;No;Funcionario;5;Bajo;3;19903;2.892;30;0;324;0.5;2
F;Si;40;Si;Otros;15;Bajo;2;80370;1.836;50;1;337;0.5;1
F;No;41;No;Negocios/empresa;15;Bajo;3;104773;0.755;30;0;373;3.0;3
F;Si;64;No;Otros;25;Bajo;4;118573;1.306;30;0;351;0.5;1
F;Si;29;No;Ingeniero;5;Medio;2;22913;1.685;30;1;348;0.5;2
F;No;25;No;Negocios/empresa;5;Bajo;4;23168;1.857;30;0;532;4.0;0
M;Si;45;No;Ejecutivo;25;Medio;4;91886;1.744;30;1;309;0.5;1
M;Si;29;No;Otros;5;Bajo;3;19486;3.099;30;0;370;3.0;0
F;Si;28;No;Ingeniero;5;Bajo;3;26245;2.754;30;0;341;0.5;2
M;No;21;No;Funcionario;5;Bajo;4;16596;1.685;30;0;571;4.0;0
M;No;40;No;Ejecutivo;15;Bajo;5;28929;0.663;30;0;465;3.0;0
M;No;29;No;Negocios/empresa;5;Bajo;1;29233;2.72;30;0;386;3.0;0
M;Si;30;No;Ejecutivo;5;Bajo;6;31851;1.261;30;0;532;4.0;0
F;No;32;No;Ejecutivo;15;Bajo;3;24557;0.985;30;0;556;4.0;0
F;No;33;No;Negocios/empresa;15;Bajo;6;30618;1.399;30;1;380;3.0;2
M;Si;50;Si;Servicios;25;Bajo;2;67705;1.189;50;0;321;0.5;1
F;No;23;No;Ejecutivo;5;Bajo;1;12925;2.478;30;0;477;3.0;0
M;No;36;Si;Medico;15;Bajo;5;25605;0.709;30;1;328;0.5;2
M;Si;34;Si;Funcionario;15;Bajo;2;23996;0.778;30;0;575;4.0;0
F;No;43;No;Funcionario;25;Bajo;1;73023;1.399;30;0;447;3.0;3
F;No;32;No;Ingeniero;15;Bajo;7;24085;0.732;30;0;359;0.5;2
F;Si;56;Si;Artista;25;Bajo;1;129258;0.681;50;0;479;3.0;3
F;Si;96;Si;Servicios;25;Alto;2;129958;0.994;50;1;376;3.0;4
M;Si;75;Si;Negocios/empresa;25;Bajo;2;65330;0.955;50;0;592;4.0;3
M;No;24;No;Funcionario;5;Bajo;9;18589;1.098;30;0;560;4.0;0
F;No;24;No;Medico;5;Bajo;4;16458;10.635;30;0;582;4.0;0
M;No;23;No;Funcionario;5;Bajo;3;14187;1.892;30;0;534;4.0;0
M;Si;80;No;Servicios;25;Alto;2;116046;0.779;120;0;405;3.0;4
F;Si;83;Si;Servicios;25;Alto;2;71625;1.052;50;1;326;0.5;1
F;No;45;Si;Artista;25;Bajo;3;68089;1.974;30;0;495;1.0;3
F;No;54;Si;Artista;25;Bajo;1;126488;1.639;50;1;329;0.5;1
F;No;44;Si;Artista;25;Bajo;1;43943;2.02;50;0;433;1.0;1
M;Si;58;No;Ejecutivo;25;Alto;2;81000;1.443;120;0;441;3.0;4
M;Si;40;Si;Artista;15;Medio;2;129108;1.813;50;0;368;3.0;3
M;No;31;Si;Otros;5;Bajo;2;22339;1.905;30;0;502;4.0;0
M;No;54;Si;Artista;25;Bajo;1;49100;1.639;50;0;562;1.0;3
M;No;35;Si;Funcionario;15;Bajo;1;24983;0.962;30;1;375;3.0;2
M;No;28;Si;Medico;5;Bajo;3;29064;1.961;30;1;356;0.5;2
F;Si;69;Si;Artista;25;Bajo;1;60521;1.502;50;0;476;1.0;3
F;No;46;Si;Artista;25;Bajo;1;54169;1.561;50;0;556;1.0;3
M;No;34;Si;Funcionario;15;Bajo;1;25980;1.376;30;1;351;0.5;2
M;Si;78;Si;Artista;25;Alto;2;28587;0.857;30;0;532;4.0;3
M;No;22;No;Funcionario;5;Bajo;5;19736;3.065;30;0;325;0.5;2
F;No;32;Si;Otros;15;Bajo;5;22467;1.491;30;0;479;3.0;0
F;Si;45;Si;Artista;25;Medio;2;89910;1.56;50;0;367;3.0;3
M;Si;41;Si;Otros;15;Medio;2;53819;1.376;50;0;509;4.0;3
M;Si;44;Si;Artista;25;Medio;2;120610;1.813;50;1;373;3.0;1
M;Si;66;Si;Artista;25;Medio;4;94872;0.661;80;0;323;0.5;1
F;No;42;No;Negocios/empresa;25;Bajo;1;56941;1.031;30;0;449;3.0;3
F;No;45;Si;Artista;25;Bajo;1;46186;1.307;50;0;390;1.0;1
M;Si;62;Si;Negocios/empresa;25;Bajo;3;30361;1.502;30;0;438;1.0;3
M;Si;50;No;Artista;25;Bajo;2;103018;0.681;120;0;315;0.5;4
M;Si;76;Si;Otros;25;Medio;3;42869;1.189;30;1;313;0.5;1
F;Si;57;Si;Artista;25;Medio;3;90863;1.463;80;1;386;3.0;1
F;No;55;Si;Artista;25;Bajo;1;117832;1.404;50;0;469;1.0;3
M;Si;30;No;Ingeniero;5;Medio;2;30297;1.79;30;0;466;3.0;0
F;No;33;Si;Artista;15;Bajo;2;23397;0.939;30;0;582;4.0;0
M;Si;84;No;Ejecutivo;25;Alto;2;24057;1.248;30;0;335;0.5;1
M;Si;76;Si;Otros;25;Bajo;2;92418;1.033;50;0;413;3.0;3
M;Si;91;No;Otros;25;Bajo;2;35129;0.818;30;0;376;3.0;3
M;Si;40;Si;Artista;15;Bajo;1;61829;1.606;50;0;402;1.0;1
M;No;45;Si;Servicios;25;Bajo;2;48405;1.997;50;0;589;1.0;3
M;No;42;Si;Artista;25;Bajo;3;129350;1.974;200;0;479;1.0;4
M;Si;56;Si;Ingeniero;25;Medio;2;101691;0.994;50;0;412;3.0;3
M;Si;62;Si;Ejecutivo;25;Alto;2;103138;1.365;50;1;344;0.5;1
M;Si;63;Si;Artista;25;Medio;3;36460;0.994;30;0;460;3.0;3
F;Si;54;Si;Artista;25;Medio;3;35804;1.619;30;0;460;3.0;3
F;Si;44;Si;Medico;25;Medio;2;82870;0.87;50;0;363;0.5;1
F;No;33;Si;Artista;15;Bajo;1;25454;1.33;30;1;323;0.5;2
M;Si;42;No;Otros;25;Medio;2;109561;1.491;120;1;390;3.0;4
F;No;34;Si;Funcionario;15;Bajo;5;20084;1.721;30;0;344;0.5;2
M;Si;57;Si;Ejecutivo;25;Alto;3;57169;1.737;80;0;424;1.0;1
F;Si;43;Si;Artista;25;Medio;1;84900;1.33;50;0;432;3.0;3
M;Si;51;Si;Artista;25;Medio;3;24584;0.603;30;0;432;3.0;3
M;Si;55;Si;Artista;25;Bajo;2;97120;1.15;50;0;430;3.0;3
F;Si;43;Si;Construccion;25;Medio;2;60525;1.238;50;0;528;4.0;3
F;Si;65;Si;Artista;25;Medio;2;99235;1.6;50;0;568;4.0;3
F;Si;56;Si;Artista;25;Medio;2;58978;0.818;50;0;600;4.0;3
F;Si;44;Si;Artista;25;Medio;2;129656;1.169;50;0;319;0.5;1
M;No;25;No;Funcionario;5;Bajo;3;19041;2.202;30;1;329;0.5;2
M;Si;57;Si;Ejecutivo;25;Alto;4;25222;1.287;30;1;380;3.0;1
M;No;33;Si;Funcionario;15;Bajo;4;20343;1.56;30;0;436;3.0;0
M;No;28;Si;Funcionario;5;Bajo;3;29929;1.581;30;0;341;0.5;2
F;No;30;Si;Funcionario;5;Bajo;4;31722;0.893;30;0;535;4.0;0
F;Si;53;Si;Artista;25;Medio;2;39678;1.737;50;1;390;3.0;1
F;No;35;No;Funcionario;15;Bajo;4;18200;1.859;30;0;471;3.0;0
M;Si;90;No;Servicios;25;Alto;2;123896;1.326;120;1;362;0.5;4
F;No;46;Si;Artista;25;Bajo;3;91890;1.287;80;0;567;1.0;3
F;No;51;Si;Artista;25;Bajo;1;111650;1.17;50;0;380;3.0;3
M;No;34;No;Medico;15;Bajo;3;21177;1.054;30;0;504;4.0;0
F;Si;56;Si;Medico;25;Medio;6;59567;1.072;30;0;564;4.0;3
M;Si;58;Si;Artista;25;Medio;4;112774;0.661;80;0;362;0.5;1
M;Si;72;Si;Artista;25;Alto;2;96876;0.779;50;0;362;0.5;1
M;Si;72;Si;Medico;25;Medio;3;64099;0.798;80;0;508;4.0;3
M;Si;31;Si;Medico;5;Medio;2;28072;0.985;30;0;526;4.0;0
F;Si;90;No;Servicios;25;Alto;2;125735;0.622;120;0;552;4.0;4
F;Si;81;Si;Servicios;25;Bajo;1;80040;0.935;50;1;323;0.5;1
F;Si;87;Si;Servicios;25;Alto;2;59226;0.72;50;0;555;4.0;3
F;No;23;No;Servicios;5;Bajo;1;21871;14.085;30;1;309;0.5;2
M;Si;65;Si;Artista;25;Bajo;1;56993;0.974;50;0;597;4.0;3
F;No;35;No;Medico;15;Bajo;4;31554;1.192;30;0;425;3.0;0
M;Si;40;Si;Artista;15;Alto;2;75255;1.537;50;0;382;1.0;1
M;No;32;Si;Funcionario;15;Bajo;3;18177;0.663;30;0;314;0.5;2
F;No;72;Si;Artista;25;Bajo;2;106622;1.502;50;0;334;0.5;1
F;Si;85;Si;Servicios;25;Alto;2;77740;0.564;50;0;520;4.0;3
F;No;42;Si;Artista;25;Bajo;1;41239;0.778;50;0;575;4.0;3
F;Si;84;Si;Servicios;25;Alto;2;54785;1.443;50;0;563;1.0;3
F;No;20;No;Medico;5;Bajo;6;14537;2.168;30;0;397;3.0;0
